SNO,FileName,Index,KeyHash,Key,Translation
942450,Item_Gem_Amethyst_01,0,4062401,Name,粗末なアメジスト
942451,Item_Gem_Amethyst_02,0,4062401,Name,粗末なアメジスト
942452,Item_Gem_Amethyst_03,0,4062401,Name,欠けたアメジスト
942453,Item_Gem_Amethyst_04,0,4062401,Name,アメジスト
942454,Item_Gem_Amethyst_05,0,4062401,Name,傷ひとつないアメジスト
2057883,Item_Gem_Amethyst_06,0,4062401,Name,王族のアメジスト
2513266,Item_Gem_Amethyst_07,0,4062401,Name,豪奢なアメジスト
2550431,Item_Gem_Amethyst_08,0,4062401,Name,ホラドリムのアメジスト
2598926,Item_Gem_Amethyst_09,0,4062401,Name,傷ひとつないホラドリムのアメジスト
942455,Item_Gem_Diamond_01,0,4062401,Name,粗末なダイヤモンド
942456,Item_Gem_Diamond_02,0,4062401,Name,粗末なダイヤモンド
942457,Item_Gem_Diamond_03,0,4062401,Name,欠けたダイヤモンド
942458,Item_Gem_Diamond_04,0,4062401,Name,ダイヤモンド
942459,Item_Gem_Diamond_05,0,4062401,Name,傷ひとつないダイヤモンド
2059547,Item_Gem_Diamond_06,0,4062401,Name,王族のダイヤモンド
2513267,Item_Gem_Diamond_07,0,4062401,Name,豪奢なダイヤモンド
2550445,Item_Gem_Diamond_08,0,4062401,Name,ホラドリムのダイヤモンド
2598928,Item_Gem_Diamond_09,0,4062401,Name,傷ひとつないホラドリムのダイヤモンド
942460,Item_Gem_Emerald_01,0,4062401,Name,粗末なエメラルド
942461,Item_Gem_Emerald_02,0,4062401,Name,粗末なエメラルド
942462,Item_Gem_Emerald_03,0,4062401,Name,欠けたエメラルド
942463,Item_Gem_Emerald_04,0,4062401,Name,エメラルド
942464,Item_Gem_Emerald_05,0,4062401,Name,傷ひとつないエメラルド
2057797,Item_Gem_Emerald_06,0,4062401,Name,王族のエメラルド
2513269,Item_Gem_Emerald_07,0,4062401,Name,豪奢なエメラルド
2550447,Item_Gem_Emerald_08,0,4062401,Name,ホラドリムのエメラルド
2598930,Item_Gem_Emerald_09,0,4062401,Name,傷ひとつないホラドリムのエメラルド
2043192,Item_Gem_Mythic_01,0,4062401,Name,最高天の眼
942465,Item_Gem_Ruby_01,0,4062401,Name,粗末なルビー
942466,Item_Gem_Ruby_02,0,4062401,Name,粗末なルビー
942467,Item_Gem_Ruby_03,0,4062401,Name,欠けたルビー
942468,Item_Gem_Ruby_04,0,4062401,Name,ルビー
942469,Item_Gem_Ruby_05,0,4062401,Name,傷ひとつないルビー
2057862,Item_Gem_Ruby_06,0,4062401,Name,王族のルビー
2513270,Item_Gem_Ruby_07,0,4062401,Name,豪奢なルビー
2550449,Item_Gem_Ruby_08,0,4062401,Name,ホラドリムのルビー
2598932,Item_Gem_Ruby_09,0,4062401,Name,傷ひとつないホラドリムのルビー
942470,Item_Gem_Sapphire_01,0,4062401,Name,粗末なサファイア
942471,Item_Gem_Sapphire_02,0,4062401,Name,粗末なサファイア
942472,Item_Gem_Sapphire_03,0,4062401,Name,欠けたサファイア
942473,Item_Gem_Sapphire_04,0,4062401,Name,サファイア
942474,Item_Gem_Sapphire_05,0,4062401,Name,傷ひとつないサファイア
2059532,Item_Gem_Sapphire_06,0,4062401,Name,王族のサファイア
2513271,Item_Gem_Sapphire_07,0,4062401,Name,豪奢なサファイア
2550458,Item_Gem_Sapphire_08,0,4062401,Name,ホラドリムのサファイア
2598934,Item_Gem_Sapphire_09,0,4062401,Name,傷ひとつないホラドリムのサファイア
942475,Item_Gem_Skull_01,0,4062401,Name,粗末な頭蓋骨
942476,Item_Gem_Skull_02,0,4062401,Name,粗末な頭蓋骨
942477,Item_Gem_Skull_03,0,4062401,Name,欠けた頭蓋骨
942478,Item_Gem_Skull_04,0,4062401,Name,頭蓋骨
942479,Item_Gem_Skull_05,0,4062401,Name,傷ひとつない頭蓋骨
2059553,Item_Gem_Skull_06,0,4062401,Name,王族の頭蓋骨
2513272,Item_Gem_Skull_07,0,4062401,Name,豪奢な頭蓋骨
2550459,Item_Gem_Skull_08,0,4062401,Name,ホラドリムの頭蓋骨
2598936,Item_Gem_Skull_09,0,4062401,Name,傷ひとつないホラドリムの頭蓋骨
942480,Item_Gem_Topaz_01,0,4062401,Name,粗末なトパーズ
942481,Item_Gem_Topaz_02,0,4062401,Name,粗末なトパーズ
942482,Item_Gem_Topaz_03,0,4062401,Name,欠けたトパーズ
942483,Item_Gem_Topaz_04,0,4062401,Name,トパーズ
942484,Item_Gem_Topaz_05,0,4062401,Name,傷ひとつないトパーズ
2057895,Item_Gem_Topaz_06,0,4062401,Name,王族のトパーズ
2513275,Item_Gem_Topaz_07,0,4062401,Name,豪奢なトパーズ
2550461,Item_Gem_Topaz_08,0,4062401,Name,ホラドリムのトパーズ
2598938,Item_Gem_Topaz_09,0,4062401,Name,傷ひとつないホラドリムのトパーズ
